key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19
RSWTVRN,1909-04-16,0,Southern Association,regular,,Little Rock,3,,Memphis,10,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,1,0,0,0,1,0,1,,,,,,,,,,,0,0,0,1,0,4,4,1,x,,,,,,,,,,
RHBJSDS,1909-04-16,0,Southern Association,regular,,Montgomery,2,,Nashville,5,,,1:55,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",1,0,0,0,0,0,0,1,0,,,,,,,,,,,0,1,1,2,0,0,1,0,x,,,,,,,,,,
SNMSPZB,1909-04-16,0,Southern Association,regular,,Mobile,1,,New Orleans,4,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,2,1,0,0,0,0,1,x,,,,,,,,,,
RKDVWFP,1909-04-17,0,Arkansas State,regular,,Monroe,12,,Alexandria,13,,,2:25,,,,0,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,3,0,0,4,3,0,2,,,,,,,,,,,4,0,1,1,1,0,0,0,6,,,,,,,,,,
TMRKSFX,1909-04-17,0,Arkansas State,regular,,Helena,1,,Argenta,2,,,1:40,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,x,,,,,,,,,,
THWMJKP,1909-04-17,0,Arkansas State,regular,,Jonesboro,3,,Hot Springs,0,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",1,0,2,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
JFNKXTG,1909-04-17,0,Arkansas State,regular,,Fort Smith,5,,Texarkana,4,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",1,0,0,0,1,0,3,0,0,,,,,,,,,,,0,0,2,0,1,0,0,1,0,,,,,,,,,,
SLQJGPV,1909-04-17,0,Southern Association,regular,,Birmingham,1,,Atlanta,7,,,,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,0,0,4,0,0,0,0,3,,,,,,,,,,
XJBPQWG,1909-04-17,0,Southern Association,regular,,Little Rock,8,,Memphis,3,,,2:05,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 18, 1909",3,0,0,0,0,0,2,1,2,,,,,,,,,,,0,0,0,0,0,0,0,3,0,,,,,,,,,,
CWCTPHG,1909-04-17,0,Southern Association,regular,,Montgomery,9,,Nashville,7,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 18, 1909",0,2,0,1,0,5,0,1,0,,,,,,,,,,,0,0,1,5,0,1,0,0,0,,,,,,,,,,
ZPPHBSX,1909-04-17,0,Southern Association,regular,,Mobile,0,,New Orleans,1,,,1:40,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,x,,,,,,,,,,
BRVBJDF,1909-04-18,0,Arkansas State,regular,,Monroe,1,,Alexandria,11,,,1:25,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 19, 1909",0,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,1,0,0,8,0,1,x,,,,,,,,,,
TVXNZLL,1909-04-18,0,Arkansas State,regular,,Jonesboro,1,,Hot Springs,3,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 19, 1909",1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,1,0,0,0,2,x,,,,,,,,,,
GRCVKBR,1909-04-18,0,Arkansas State,regular,,Fort Smith,4,,Texarkana,1,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090415.txt,"Arkansas Gazette, April 19, 1909",0,0,0,0,0,2,0,0,2,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,
TGNTGBZ,1909-04-18,0,Southern Association,regular,,Little Rock,5,,Memphis,1,,,1:35,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 19, 1909",0,1,2,0,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,
KRTFVVB,1909-04-18,0,Southern Association,regular,,Mobile,5,,New Orleans,1,,,2:11,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090415.txt,"Arkansas Gazette, April 19, 1909",0,2,2,0,0,1,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,
SXXVRQG,1909-04-19,0,Arkansas State,regular,,Hot Springs,0,,Argenta,1,,,1:20,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,x,,,,,,,,,,
ZNWPGTX,1909-04-19,0,Arkansas State,regular,,Helena,5,,Fort Smith,4,,,2:12,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,0,2,1,0,1,1,0,,,,,,,,,,,0,0,0,0,2,1,1,0,0,,,,,,,,,,
QRKWYGJ,1909-04-19,0,Arkansas State,regular,,Alexandria,0,,Monroe,5,,,,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,4,0,0,0,0,1,x,,,,,,,,,,
HLKWCMZ,1909-04-19,0,Arkansas State,regular,,Jonesboro,4,,Texarkana,0,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,2,0,1,1,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
WZDLDGV,1909-04-19,0,Southern Association,regular,,Little Rock,2,,Mobile,5,,5000,2:00,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,0,3,0,x,,,,,,,,,,
BWFCKGD,1909-04-19,0,Southern Association,regular,,Birmingham,5,,Montgomery,8,,,2:15,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 20, 1909",0,0,0,2,0,2,0,1,0,,,,,,,,,,,0,0,0,0,0,0,0,8,x,,,,,,,,,,
FYHDNND,1909-04-19,0,Southern Association,regular,,Atlanta,4,,Nashville,3,,,,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 20, 1909",1,3,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,1,,,,,,,,,,
GFFZFQS,1909-04-19,0,Southern Association,regular,,Memphis,3,,New Orleans,4,,,1:55,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 20, 1909",1,0,0,0,1,0,0,1,0,,,,,,,,,,,0,0,1,0,3,0,0,0,x,,,,,,,,,,
KJNBNCP,1909-04-20,0,Arkansas State,regular,,Hot Springs,3,,Argenta,4,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 21, 1909",0,0,0,0,0,1,0,2,0,,,,,,,,,,,1,0,0,1,0,1,0,1,x,,,,,,,,,,
PLTSBGR,1909-04-20,0,Arkansas State,regular,,Helena,,,Fort Smith,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 21, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZZWNYF,1909-04-20,0,Arkansas State,regular,,Alexandria,3,,Monroe,4,,,2:10,,,,2,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 21, 1909",0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,0,0,1,0,0,0,0,2,0,0,1,,,,,,,,
LXFKKHJ,1909-04-20,0,Arkansas State,regular,,Jonesboro,7,,Texarkana,1,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 21, 1909",0,0,0,0,1,0,4,1,1,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,
ZTMXKKG,1909-04-20,0,Southern Association,regular,,Little Rock,2,,Mobile,3,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 21, 1909",0,0,0,2,0,0,0,0,0,,,,,,,,,,,2,0,0,0,0,0,1,0,x,,,,,,,,,,
FRNLXNX,1909-04-20,0,Southern Association,regular,,Birmingham,3,,Montgomery,9,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 21, 1909",0,0,0,0,0,2,1,0,0,,,,,,,,,,,0,0,0,0,0,6,3,0,x,,,,,,,,,,
JGYKVBT,1909-04-20,0,Southern Association,regular,,Atlanta,,,Nashville,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 21, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWNYLFX,1909-04-20,0,Southern Association,regular,,Memphis,1,,New Orleans,3,,,2:02,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette April 21, 1909",0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,3,0,0,0,x,,,,,,,,,,
TVYDJNZ,1909-04-21,0,Arkansas State,regular,,Hot Springs,1,,Argenta,13,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 22, 1909",0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,2,0,0,3,4,4,x,,,,,,,,,,
QLWRNZB,1909-04-21,0,Arkansas State,regular,,Helena,,,Fort Smith,,,,,,postponed,wet grounds,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 22, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYGNBMS,1909-04-21,0,Arkansas State,regular,,Alexandria,2,,Monroe,7,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 22, 1909",1,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,6,1,0,0,0,0,x,,,,,,,,,,
FRYBMYS,1909-04-21,0,Arkansas State,regular,,Jonesboro,7,,Texarkana,2,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 22, 1909",0,4,1,0,0,2,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,
JCFSLZM,1909-04-21,0,Southern Association,regular,,Little Rock,5,,Mobile,6,,,1:45,,,,2,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 22, 1909",1,0,0,1,0,0,3,0,0,,,,,,,,,,,0,4,0,0,0,0,0,0,2,,,,,,,,,,
NSWYRMM,1909-04-21,0,Southern Association,regular,,Birmingham,5,,Montgomery,3,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 22, 1909",0,0,0,1,0,0,0,0,2,2,,,,,,,,,,1,0,1,0,0,0,0,1,0,0,,,,,,,,,
DYGRFBS,1909-04-21,1,Southern Association,regular,,Atlanta,5,,Nashville,6,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 22, 1909",0,0,0,4,0,0,0,0,1,,,,,,,,,,,1,0,0,0,2,0,2,1,x,,,,,,,,,,
FKJHJGD,1909-04-21,2,Southern Association,regular,,Atlanta,0,,Nashville,2,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 22, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,x,,,,,,,,,,
SHTGXMB,1909-04-21,0,Southern Association,regular,,Memphis,0,,New Orleans,4,,,1:35,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 22, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,3,0,0,0,0,1,x,,,,,,,,,,
ZHJXBHX,1909-04-22,0,Arkansas State,regular,,Monroe,0,,Argenta,3,,,1:35,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 23, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,2,0,x,,,,,,,,,,
SQCXNZH,1909-04-22,0,Arkansas State,regular,,Jonesboro,2,,Fort Smith,0,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 23, 1909",0,0,0,0,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
JWMLYNZ,1909-04-22,0,Southern Association,regular,,Little Rock,4,,Mobile,0,,,1:37,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 23, 1909",2,0,0,0,1,0,0,1,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
HCCYBLS,1909-04-22,0,Southern Association,regular,,Birmingham,4,,Montgomery,1,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 23, 1909",0,0,1,0,0,1,0,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,
NLKXCMK,1909-04-22,0,Southern Association,regular,,Atlanta,11,,Nashville,7,,,,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 23, 1909",0,0,1,3,3,3,0,1,0,,,,,,,,,,,1,1,0,2,0,1,0,2,0,,,,,,,,,,
CNSJHVS,1909-04-22,0,Southern Association,regular,,Memphis,2,,New Orleans,3,,,1:58,,,,0,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette April 23, 1909",1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,0,1,0,0,0,1,1,,,,,,,,,,
WLQRMXS,1909-04-23,0,Arkansas State,regular,,Monroe,1,,Argenta,3,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 24, 1909",1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,2,0,0,0,x,,,,,,,,,,
BDFSMWJ,1909-04-23,0,Arkansas State,regular,,Jonesboro,2,,Fort Smith,4,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,1,0,0,0,0,1,0,,,,,,,,,,,1,0,3,0,0,0,0,0,x,,,,,,,,,,
KMHHJPY,1909-04-23,0,Arkansas State,regular,,Alexandria,9,,Hot Springs,10,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,0,4,0,1,0,2,2,,,,,,,,,,,1,0,6,0,1,0,1,1,x,,,,,,,,,,
THRNTFW,1909-04-23,0,Arkansas State,regular,,Helena,1,,Texarkana,6,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,0,0,0,0,0,0,1,,,,,,,,,,,2,0,0,0,0,0,0,4,x,,,,,,,,,,
SFNQWRP,1909-04-23,0,Southern Association,regular,,Montgomery,4,,Atlanta,7,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,4,0,0,0,0,0,0,,,,,,,,,,,4,2,1,0,0,0,0,0,0,,,,,,,,,,
CGVZSRZ,1909-04-23,0,Southern Association,regular,,Nashville,2,,Birmingham,1,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,2,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,
TFSSRGL,1909-04-23,0,Southern Association,regular,,Memphis,0,,Mobile,1,,,1:42,,,,2,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
FTKWVXD,1909-04-23,0,Southern Association,regular,,Little Rock,0,,New Orleans,3,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 24, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,0,0,0,0,0,0,0,x,,,,,,,,,,
KLRZNTR,1909-04-24,0,Arkansas State,regular,,Monroe,4,,Argenta,7,,,2:00,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 25, 1909",1,0,0,0,0,3,0,0,0,,,,,,,,,,,1,0,1,1,0,0,4,0,x,,,,,,,,,,
SSJRGKP,1909-04-24,0,Arkansas State,regular,,Jonesboro,3,,Fort Smith,1,,,1:45,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 25, 1909",0,0,0,1,0,0,0,0,2,,,,,,,,,,,x,x,x,x,x,x,x,x,x,,,,,,,,,,
WBGMXZP,1909-04-24,0,Arkansas State,regular,,Alexandria,7,,Hot Springs,11,,,2:10,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 25, 1909",2,1,2,0,0,0,0,1,1,,,,,,,,,,,0,4,0,0,1,0,2,4,x,,,,,,,,,,
WWFVYJL,1909-04-24,0,Arkansas State,regular,,Helena,8,,Texarkana,4,,,2:10,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 25, 1909",0,2,2,0,0,1,2,0,1,,,,,,,,,,,2,0,1,0,0,0,1,0,0,,,,,,,,,,
HQGKCFT,1909-04-24,0,Southern Association,regular,,Montgomery,3,,Atlanta,2,,,1:50,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 25, 1909",2,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,,,,,,,,
QVBZWDV,1909-04-24,0,Southern Association,regular,,Nashville,4,,Birmingham,3,,,2:09,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 25, 1909",0,2,0,0,1,0,1,0,0,,,,,,,,,,,1,0,0,0,1,0,0,1,0,,,,,,,,,,
VHFYTBK,1909-04-24,0,Southern Association,regular,,Memphis,,,Mobile,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 25, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXXBLTT,1909-04-24,0,Southern Association,regular,,Little Rock,4,,New Orleans,2,,,,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 25, 1909",0,3,1,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,,
WBNLJFT,1909-04-25,0,Arkansas State,regular,,Alexandria,3,,Hot Springs,4,,,2:05,,,,2,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 26, 1909",1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,
MBGFCQM,1909-04-25,0,Arkansas State,regular,,Helena,3,,Texarkana,9,,,1:55,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090419.txt,"Arkansas Gazette, April 26, 1909",0,0,0,0,0,0,2,0,1,,,,,,,,,,,6,0,0,0,1,1,1,0,x,,,,,,,,,,
RGLCZJM,1909-04-25,0,Southern Association,regular,,Nashville,,,Memphis,,,,,,postponed,travel delay for Memphis club,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 25, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKGBYHG,1909-04-25,0,Southern Association,regular,,Little Rock,3,,New Orleans,2,,,1:40,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090419.txt,"Arkansas Gazette, April 26, 1909",0,0,1,0,0,0,1,1,0,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,,
QWJCHFK,1909-04-26,0,Arkansas State,regular,,Jonesboro,4,,Argenta,0,,,1:40,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090426.txt,"Arkansas Gazette, April 27, 1909",0,0,0,3,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
BXGYZKY,1909-04-26,0,Arkansas State,regular,,Monroe,1,,Fort Smith,1,,,2:20,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090426.txt,"Arkansas Gazette, April 27, 1909",0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,
ZWZFYJD,1909-04-26,0,Arkansas State,regular,,Helena,5,,Hot Springs,3,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/ARSL-19090426.txt,"Arkansas Gazette, April 27, 1909",1,0,2,0,0,0,0,0,2,,,,,,,,,,,3,0,0,0,0,0,0,0,0,,,,,,,,,,
SWFJJWG,1909-04-26,0,Arkansas State,regular,,Alexandria,,,Texarkana,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-AG/ARSL-19090426.txt,"Arkansas Gazette, April 27, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRMNFHJ,1909-04-26,0,Southern Association,regular,,Montgomery,0,,Atlanta,5,,,1:30,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090426.txt,"Arkansas Gazette, April 27, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,1,0,3,0,0,0,x,,,,,,,,,,
ZQBPZDK,1909-04-26,0,Southern Association,regular,,Nashville,5,,Birmingham,0,,,2:15,,,,,data/boxscores/transcript/1909/1909-AG/SOUA-19090426.txt,"Arkansas Gazette, April 27, 1909",0,0,1,1,0,1,0,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
