game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
DZYWYTX,1914,International League,1914-04-21,0,regular,P9445700,Couchman,,Montreal,p,10,1,0,,0,,,,,,,,,,,,,,2.2,,,,5,,,,,,0,2,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P7982643,Yeager,,Montreal,3b,2,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P8839893,Keller,,Montreal,2b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P8950963,Whiteman,,Montreal,cf,4,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P1333117,Flynn,,Montreal,1b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,13,1,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P4486283,Deininger,,Montreal,rf,6,3,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P4446462,Purtell,,Montreal,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P3826798,Howley,,Montreal,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,P3909937,Mattern,,Montreal,p,9,2,0,,0,,,,,,,,,,,,,,5.1,,,,8,1,1,,,,0,1,0,,,,
DZYWYTX,1914,International League,1914-04-21,0,regular,,TOTALS,,Montreal,,,31,1,,5,,,,,,,,,,,,4,,,,,,,,,,,,24,17,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P6913107,Daniels,,Baltimore,rf,1,5,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,3,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P1431997,Parent,,Baltimore,2b,2,3,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,2,1,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P7246318,Ball,,Baltimore,3b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P5449522,Cree,,Baltimore,cf,4,3,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,7,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P0540993,Twombly,,Baltimore,lf,5,3,1,,0,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P3761687,Derrick,,Baltimore,ss,6,3,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,4,3,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P6635337,Gleichmann,,Baltimore,1b,7,3,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P4755246,Egan,,Baltimore,c,8,4,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P7389801,Danforth,,Baltimore,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,5,2,,,,0,2,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,,TOTALS,,Baltimore,,,31,7,,8,,,,,,,,,,,,6,3,,,,,,,,,,,27,7,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P0900156,Vaughn,,Buffalo,3b,1,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P8776974,McCarthy,,Buffalo,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P8982099,Murray,,Buffalo,rf,3,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P7773001,Houser,,Buffalo,1b,4,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P5431708,Jackson,,Buffalo,lf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P4719392,Roach,,Buffalo,ss,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P4803836,Truesdale,,Buffalo,2b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P4624629,Lalonge,,Buffalo,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,P7346964,Fullenwider,,Buffalo,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,5,1,,,0,4,1,,,,
NMBSFXZ,1914,International League,1914-04-21,0,regular,,TOTALS,,Buffalo,,,30,0,,4,,,,,,,,,,,,8,1,,,,,,,,,,,24,11,6,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P7366228,Mowe,,Newark,ss,1,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,3,2,1,1,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P2530552,Tooley,,Newark,1b,2,3,0,,2,,,,,,,,,,1,,,,,,,,,,,,,,8,2,0,2,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P7902640,Collins,,Newark,rf,3,3,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P4114988,Myers,,Newark,cf,4,4,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P1712529,Zimmerman,W.,Newark,lf,5,2,0,,2,,,,,,,,,,1,,,,,,,,,,,,,,2,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P6584191,Zimmerman,E.,Newark,3b,6,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,1,3,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P0138038,Getz,,Newark,2b,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P6748908,Heckinger,,Newark,c,8,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,1,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P0953459,Enzmann,,Newark,p,9,3,1,,1,,,,,,,,,,,,,,,,,,,2,4,,,,1,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,,TOTALS,,Newark,,,27,4,,9,,,,,,,,,,,,3,,,,,,,,,,,,27,13,1,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P4263568,McMillan,,Rochester,ss,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,1,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P5634407,Hughes,,Rochester,p,10,2,0,,0,,,,,,,,,,,,,,,,,,,2,3,,,,0,4,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P4934765,McCloskey,,Rochester,ph,11,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P1040847,Breen,,Rochester,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P7646115,Barrows,,Rochester,cf,3,3,0,,3,1,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P1194396,Courtney,,Rochester,pr,4,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P8726874,Priest,,Rochester,rf,5,3,0,,0,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P2588432,Schultz,,Rochester,3b,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P3595336,Smith,,Rochester,lf,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P9572604,Pipp,,Rochester,1b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,P3985765,Williams,,Rochester,c,9,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
TTTTFWV,1914,International League,1914-04-21,0,regular,,TOTALS,,Rochester,,,28,2,,6,,,,,,,,,,,,3,1,,,,,,,,,,,24,14,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P6243149,Platte,,Providence,rf,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P5528534,Powell,,Providence,cf,2,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,3,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P0359849,Ens,,Providence,3b,3,3,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,2,1,1,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P6919122,Shean,,Providence,2b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P0389214,McIntire,,Providence,lf,5,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P0324504,Onslow,E.,Providence,1b,6,3,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,7,1,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P2345010,Fabrique,,Providence,ss,7,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P5249309,Onslow,J.,Providence,c,8,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,6,2,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P4933785,Bailey,,Providence,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,5,5,2,1,,0,1,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,,TOTALS,,Providence,,,27,5,,7,,,,,,,,,,,,6,1,,,,,,,,,,,27,10,1,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P8950830,Kroy,,Toronto,rf,1,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P8242043,O'Hara,,Toronto,lf,2,5,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P0440677,Wilson,,Toronto,cf,3,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P1675303,Jordan,,Toronto,1b,4,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,13,0,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P4720746,Fisher,,Toronto,ss,5,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P6069565,Fitzpat'k,,Toronto,2b,6,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P5533552,Pick,,Toronto,3b,7,2,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,1,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P8644751,Kelley,,Toronto,cf,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,P9897859,Ritter,,Toronto,p,9,3,0,,0,,,,,,,,1,,,,,,,,,,,3,2,,,,0,5,1,,,,
VLLFJPY,1914,International League,1914-04-21,0,regular,,TOTALS,,Toronto,,,34,4,,10,,,,,,,,,,,,11,1,,,,,,,,,,,24,11,2,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P6243149,Platte,,Providence,rf,1,4,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P5528534,Powell,,Providence,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P0359849,Ens,,Providence,3b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P6919122,Shean,,Providence,2b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P0349678,McIntyre,,Providence,lf,5,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P6299365,Onslow,,Providence,1b,6,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P2345010,Fabrique,,Providence,ss,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P5787391,Kocher,,Providence,c,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P9087638,Bentley,,Providence,p,9,3,0,,1,,,,,,,,,,,,,,,,,,,7,4,,,,0,4,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,,TOTALS,,Providence,,,32,3,,5,,,,,,,,,,,,10,,,,,,,,,,,,27,12,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P8950830,Kroy,,Toronto,rf,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P8242043,O'Hara,,Toronto,lf,2,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,4,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P0440677,Wilson,,Toronto,cf,3,5,0,,3,,,,,,,,,,2,,,,,,,,,,,,,,3,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P1675303,Jordan,,Toronto,1b,4,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P4720746,Fisher,,Toronto,ss,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P5179913,Fitzpa'k,,Toronto,2b,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P5533552,Pick,,Toronto,3b,7,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P8644751,Kelley,,Toronto,c,8,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,P5644476,Hearne,,Toronto,p,9,3,0,,0,,,,,,,,1,,,,,,,,,,,1,6,1,,,1,2,0,,,,
JDNPKLG,1914,International League,1914-04-22,0,regular,,TOTALS,,Toronto,,,34,5,,11,,,,,,,,,,,,5,,,,,,,,,,,,27,10,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P6913107,Daniels,,Baltimore,rf,1,4,1,,2,1,,,,,,,,,1,,,,,,,,,,,,,,3,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P1431997,Parent,,Baltimore,3b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P7246318,Ball,,Baltimore,2b,3,2,2,,0,,,,,,,,,,1,,,,,,,,,,,,,,1,3,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P5449522,Cree,,Baltimore,cf,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P0540993,Twombly,,Baltimore,lf,5,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P3761687,Derrick,,Baltimore,ss,6,4,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P8338900,Gleich'n,,Baltimore,1b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P4755246,Egan,,Baltimore,c,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P6253462,Ruth,,Baltimore,p,9,4,0,,2,,,,,,,,,,,,,,,,,,,3,6,,,,0,2,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,,TOTALS,,Baltimore,,,33,6,,10,,,,,,,,,,,,7,,,,,,,,,,,,27,11,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P0900156,Vaughn,,Buffalo,3b,1,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P3765021,Stephens,,Buffalo,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P8776974,McCarthy,,Buffalo,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P8982099,Murray,,Buffalo,rf,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P7773001,Houser,,Buffalo,1b,4,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P7221162,Jacyson,,Buffalo,lf,5,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P4719392,Roach,,Buffalo,ss,6,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,5,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P5014921,Paddock,,Buffalo,cf,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,P2799605,Kritchell,,Buffalo,c,8,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,6,2,1,,,1,
YSYPDZF,1914,International League,1914-04-22,0,regular,P4389607,McConnell,George,Buffalo,p,9,2,0,,0,,,,,,,,,,,,,,,,,,,3,6,,,,2,2,0,,,,
YSYPDZF,1914,International League,1914-04-22,0,regular,,TOTALS,,Buffalo,,,33,0,,6,,,,,,,,,,,,10,,,,,,,,,,,,24,13,2,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P3145255,Cooper,,Jersey City,rf,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P8651950,Bues,,Jersey City,3b,2,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P7258275,Hulswitt,,Jersey City,2b,3,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P0843894,Strait,,Jersey City,cf,4,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P0228512,Fisher,,Jersey City,lf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P7280191,Barry,,Jersey City,1b,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P0966181,Baxter,,Jersey City,ss,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P9690525,Tee,,Jersey City,c,8,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P5400022,Bruck,,Jersey City,p,9,3,0,,0,,,,,,,,1,,,,,,,,,,,5,3,,,,0,6,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,,TOTALS,,Jersey City,,,28,7,,8,,,,,,,,,,,,6,1,,,,,,,,,,,27,14,1,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P9280693,Jones,,Montreal,rf,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P6618165,Walsh,,Montreal,p,10,0,0,,0,,,,,,,,,,,,,,1,,,,1,3,,,,,0,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P2840775,Carlo,,Montreal,p,11,3,0,,0,,,,,,,,,,,,,,6.2,,,,7,1,2,,,,0,2,0,1,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P2805802,Malay,,Montreal,lf,2,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P8839893,Keller,,Montreal,2b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,2,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P0695852,White'n,,Montreal,cf,4,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P8321261,Carlstrom,,Montreal,1b,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,2,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P7982643,Yeager,,Montreal,3b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P4446462,Purtell,,Montreal,ss,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P4469503,Madden,,Montreal,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,P2684039,Richter,,Montreal,p,9,0,0,,0,,,,,,,,,,,,,,,,,,,4,1,,,,0,0,0,,,,
YZTHRGB,1914,International League,1914-04-22,0,regular,,TOTALS,,Montreal,,,28,0,,3,,,,,,,,,,,,5,,,,,,,,,,,,24,12,1,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P7366228,Mowe,,Newark,ss,1,4,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,4,7,1,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P2530552,Tooley,,Newark,1b,2,4,1,,3,,1,,,,,,,,2,,,,,,,,,,,,,,11,0,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P7902640,Collins,,Newark,rf,3,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P4114988,Myers,,Newark,cf,4,4,0,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,2,0,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P1712529,Zimmerman,W.,Newark,lf,5,3,0,,0,,,,,,,,,,2,,,,,,,,,,,,,,0,0,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P6584191,Zimmerman,E.,Newark,3b,6,3,1,,2,2,,,,,,,,,1,,,,,,,,,,,,,,0,2,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P0138038,Getz,,Newark,2b,7,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,6,6,0,,,,
RMJXWSM,1914,International League,1914-04-23,0,regular,P6748908,Heckinger,,Newark,c,8,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
